iter	MultiClass
200	1.434586924
201	1.434229996
202	1.433896469
203	1.433470516
204	1.433113802
205	1.432827614
206	1.432483353
207	1.432107531
208	1.431789247
209	1.431469246
210	1.431102441
211	1.430762258
212	1.43045911
213	1.430112165
214	1.429739671
215	1.429426754
216	1.429133053
217	1.428817775
218	1.428564758
219	1.428301436
220	1.428047882
221	1.427645653
222	1.427297741
223	1.426987616
224	1.426712915
225	1.426336985
226	1.426039849
227	1.42562184
228	1.42536367
229	1.425022414
230	1.424688243
231	1.424368886
232	1.42401507
233	1.423726521
234	1.423287901
235	1.422955555
236	1.422625892
237	1.422317377
238	1.422057705
239	1.421764218
240	1.421519359
241	1.421290388
242	1.421010427
243	1.42071941
244	1.420424849
245	1.420090678
246	1.419809107
247	1.41956822
248	1.419323147
249	1.419076786
250	1.418790921
251	1.418572792
252	1.418332871
253	1.418014158
254	1.417755452
255	1.417438456
256	1.417114375
257	1.416739197
258	1.416463101
259	1.416201389
260	1.416009131
261	1.41565875
262	1.415356997
263	1.415083907
264	1.414826489
265	1.414494786
266	1.414160937
267	1.413915435
268	1.413608744
269	1.413290138
270	1.413020053
271	1.412785715
272	1.412552986
273	1.412252737
274	1.41199446
275	1.411696143
276	1.411449459
277	1.411157046
278	1.410949866
279	1.410670979
280	1.41043868
281	1.410196612
282	1.409967749
283	1.409699918
284	1.409418991
285	1.409137205
286	1.408883866
287	1.408613137
288	1.408283582
289	1.408081984
290	1.407832295
291	1.407588939
292	1.407353957
293	1.407143556
294	1.406903529
295	1.406582454
296	1.406350047
297	1.406100466
298	1.405816962
299	1.405570386
300	1.405336477
301	1.405118455
302	1.404877461
303	1.404655038
304	1.404414152
305	1.404224147
306	1.403988413
307	1.403773397
308	1.403527036
309	1.403309658
310	1.403094535
311	1.40285923
312	1.402645932
313	1.402412989
314	1.402128734
315	1.401947103
316	1.401678521
317	1.401464149
318	1.401178176
319	1.401001161
320	1.400706816
321	1.400438019
322	1.400280433
323	1.400073898
324	1.399818841
325	1.399475116
326	1.399263106
327	1.399022219
328	1.398797542
329	1.398607645
330	1.398386081
331	1.398179545
332	1.39798997
333	1.397751767
334	1.397554571
335	1.397363923
336	1.397013649
337	1.396757841
338	1.396586301
339	1.396256531
340	1.396057617
341	1.395849471
342	1.395601714
343	1.395342257
344	1.395107381
345	1.394811104
346	1.394527278
347	1.394312047
348	1.394087692
349	1.393815782
350	1.393666677
351	1.39347517
352	1.3933178
353	1.39304589
354	1.392849659
355	1.392650745
356	1.392413616
357	1.392150723
358	1.392010206
359	1.391847468
360	1.391644045
361	1.391467459
362	1.391336711
363	1.391078219
364	1.390839909
365	1.390556083
366	1.390331406
367	1.390160402
368	1.389982636
369	1.389748512
370	1.389497105
371	1.389296796
372	1.389037982
373	1.388850554
374	1.388693398
375	1.388526151
376	1.38829761
377	1.388130041
378	1.387949483
379	1.387795226
380	1.387647087
381	1.387487677
382	1.387301107
383	1.387146313
384	1.386956202
385	1.386767486
386	1.386579736
387	1.386449953
388	1.386263706
389	1.386074453
390	1.385833674
391	1.385643455
392	1.385474491
393	1.385263125
394	1.385076019
395	1.38489836
396	1.38471909
397	1.384515131
398	1.384359585
399	1.383990955
400	1.383831116
401	1.383563929
402	1.383381976
403	1.383196588
404	1.383042545
405	1.382855117
406	1.382623247
407	1.382357241
408	1.382167345
409	1.381990759
410	1.381821043
411	1.381596151
412	1.38137609
413	1.381225482
414	1.381026783
415	1.380855672
416	1.380718267
417	1.380539964
418	1.380369175
419	1.380236923
420	1.380082558
421	1.379930555
422	1.379811507
423	1.379638142
424	1.379463703
425	1.379290016
426	1.379078542
427	1.378924392
428	1.378727303
429	1.3785344
430	1.378393346
431	1.378199477
432	1.378003784
433	1.377789412
434	1.377647821
435	1.377491524
436	1.37735251
437	1.377197286
438	1.377058808
439	1.376817599
440	1.376678156
441	1.376511338
442	1.376235886
443	1.376093973
444	1.3759614
445	1.375811973
446	1.375674998
447	1.375564001
448	1.375430354
449	1.375267079
450	1.375107776
451	1.374953626
452	1.374762012
453	1.374571149
454	1.374405942
455	1.374239124
456	1.374064256
457	1.373891642
458	1.373736526
459	1.373571963
460	1.373394196
461	1.373288352
462	1.373120032
463	1.372972
464	1.37285306
465	1.372724673
466	1.372551415
467	1.372391039
468	1.372202
469	1.371999866
470	1.371894129
471	1.371753505
472	1.371627587
473	1.371471719
474	1.371303077
475	1.37111801
476	1.370972985
477	1.370826778
478	1.370692594
479	1.370519336
480	1.37033105
481	1.370213827
482	1.370073309
483	1.36997498
484	1.369837039
485	1.369659916
486	1.369472596
487	1.369306959
488	1.369128656
489	1.369016156
490	1.368839356
491	1.368697658
492	1.368506151
493	1.36832774
494	1.368208585
495	1.368093509
496	1.367888476
497	1.367728314
498	1.367568045
499	1.367457048
500	1.367330916
501	1.36721219
502	1.367036141
503	1.366903889
504	1.366780118
505	1.366659782
506	1.366511643
507	1.366391307
508	1.366279344
509	1.366118002
510	1.366021282
511	1.365903415
512	1.365750338
513	1.365642562
514	1.365508808
515	1.365341776
516	1.365185908
517	1.365025317
518	1.36492849
519	1.364754373
520	1.364635647
521	1.36451252
522	1.364381342
523	1.364227406
524	1.364114799
525	1.364016148
526	1.363851048
527	1.36374574
528	1.363602218
529	1.36348113
530	1.36333911
531	1.363211582
532	1.36311132
533	1.362963073
534	1.362814827
535	1.362708339
536	1.362571472
537	1.362358603
538	1.36225308
539	1.362125337
540	1.362021533
541	1.361822834
542	1.361698633
543	1.361613507
544	1.361497036
545	1.361378846
546	1.361272466
547	1.361158248
548	1.361010861
549	1.360880005
550	1.360748934
551	1.360602513
552	1.360483036
553	1.360359372
554	1.360194594
555	1.360080592
556	1.359976251
557	1.359828004
558	1.359649808
559	1.359495551
560	1.359350954
561	1.359264218
562	1.359149679
563	1.359000252
564	1.358854689
565	1.358713635
566	1.358578056
567	1.358387408
568	1.358277914
569	1.358184522
570	1.358058604
571	1.35794181
572	1.357830813
573	1.357701246
574	1.357561802
575	1.357436635
576	1.357320915
577	1.357174923
578	1.357052655
579	1.356899471
580	1.356697444
581	1.356596967
582	1.356481354
583	1.356385708
584	1.356272672
585	1.356118199
586	1.355994106
587	1.355858527
588	1.35574431
589	1.355611736
590	1.355502028
591	1.355395861
592	1.355259101
593	1.355190292
594	1.35506856
595	1.354934806
596	1.354805668
597	1.354706801
598	1.354544492
599	1.354412885
600	1.354254655
601	1.354179727
602	1.354101257
603	1.353998418
604	1.35380777
605	1.353719209
606	1.353589211
607	1.353476175
608	1.353346822
609	1.353259871
610	1.353095415
611	1.352970571
612	1.352846048
613	1.352722384
614	1.352596466
615	1.35249556
616	1.352400558
617	1.352307918
618	1.352215814
619	1.352023233
620	1.3519044
621	1.351803065
622	1.351703232
623	1.351612094
624	1.351484781
625	1.351397722
626	1.35131002
627	1.351189469
628	1.351077077
629	1.350915842
630	1.350745267
631	1.350629225
632	1.350473787
633	1.350391988
634	1.350307292
635	1.350148633
636	1.350048049
637	1.349928249
638	1.349808021
639	1.349688865
640	1.349589784
641	1.34946086
642	1.349327857
643	1.349235861
644	1.34916265
645	1.348946776
646	1.348843186
647	1.348730149
648	1.348634074
649	1.348528015
650	1.348455126
651	1.348360017
652	1.348261258
653	1.348157883
654	1.348072327
655	1.34797346
656	1.347863859
657	1.347759088
658	1.347671923
659	1.347579497
660	1.347453579
661	1.347335819
662	1.347241783
663	1.347111571
664	1.34695989
665	1.34686682
666	1.346748631
667	1.346587825
668	1.346452246
669	1.346363148
670	1.346217585
671	1.346079537
672	1.345966501
673	1.34585282
674	1.345728835
675	1.34561129
676	1.345497072
677	1.345391872
678	1.345330792
679	1.345205089
680	1.345093662
681	1.345005853
682	1.344909026
683	1.34482143
684	1.344739847
685	1.344657297
686	1.344558645
687	1.344467829
688	1.344376262
689	1.34426226
690	1.344154591
691	1.344042091
692	1.343963191
693	1.34387259
694	1.343750537
695	1.34364845
696	1.343534769
697	1.343438694
698	1.343356037
699	1.343258136
700	1.343123738
701	1.343002328
702	1.34292536
703	1.342841522
704	1.342709593
705	1.342613947
706	1.34251347
707	1.342406016
708	1.342287504
709	1.342196796
710	1.342124444
711	1.342024182
712	1.341921559
713	1.341820545
714	1.341721893
715	1.341607354
716	1.341491204
717	1.341401677
718	1.341295296
719	1.341149948
720	1.341015335
721	1.340933215
722	1.340847444
723	1.34072947
724	1.340615253
725	1.340492019
726	1.340402062
727	1.340288918
728	1.340202074
729	1.340100953
730	1.339997149
731	1.339914062
732	1.339814552
733	1.339683481
734	1.339576885
735	1.339482205
736	1.339378401
737	1.339265472
738	1.339166068
739	1.339085773
740	1.338981646
741	1.338859163
742	1.338785094
743	1.33869299
744	1.338610548
745	1.338523597
746	1.338408413
747	1.338331123
748	1.338246963
749	1.338179335
750	1.338085191
751	1.337954013
752	1.337837649
753	1.337751557
754	1.337651188
755	1.337536756
756	1.337377882
757	1.337280304
758	1.337183047
759	1.337098887
760	1.337022563
761	1.336933573
762	1.336837175
763	1.336721992
764	1.33665651
765	1.336555819
766	1.336474342
767	1.336414443
768	1.33632352
769	1.336263835
770	1.336182036
771	1.336069752
772	1.335999547
773	1.335928161
774	1.33582908
775	1.335738586
776	1.335630058
777	1.335557492
778	1.335454761
779	1.335363301
780	1.335250479
781	1.335174692
782	1.335109318
783	1.335043299
784	1.334905681
785	1.334786955
786	1.334655347
787	1.33454156
788	1.334445913
789	1.334358426
790	1.334182162
791	1.33408877
792	1.333988937
793	1.333897585
794	1.333824696
795	1.333706293
796	1.333623099
797	1.333520153
798	1.333314154
799	1.333244808
800	1.333128766
801	1.33306468
802	1.332996729
803	1.332885732
804	1.332799747
805	1.332712259
806	1.332623913
807	1.332551454
808	1.332386998
809	1.332243582
810	1.332149224
811	1.332028244
812	1.331958361
813	1.331896207
814	1.331789505
815	1.331711034
816	1.331631168
817	1.331476803
818	1.33141014
819	1.331311703
820	1.331229046
821	1.331090783
822	1.331007374
823	1.330933842
824	1.330854405
825	1.330734284
826	1.330674921
827	1.330572082
828	1.330427486
829	1.330313054
830	1.330219662
831	1.330146881
832	1.330075602
833	1.32999842
834	1.329910932
835	1.329841693
836	1.329751307
837	1.329670689
838	1.329589428
839	1.329513855
840	1.329415418
841	1.329254612
842	1.329157893
843	1.329051834
844	1.328972719
845	1.328898328
846	1.328827049
847	1.328761031
848	1.328690719
849	1.328603446
850	1.328522828
851	1.328435555
852	1.328321445
853	1.328232669
854	1.328145289
855	1.328055761
856	1.327989957
857	1.327917713
858	1.327858243
859	1.327781704
860	1.327718906
861	1.327628842
862	1.327555632
863	1.327415007
864	1.327311202
865	1.327203641
866	1.327110571
867	1.327028987
868	1.326909832
869	1.326841989
870	1.326698895
871	1.326642216
872	1.326531756
873	1.326451568
874	1.326363006
875	1.326246964
876	1.326156471
877	1.326080147
878	1.325984823
879	1.325932115
880	1.325814034
881	1.32571667
882	1.325629182
883	1.325579481
884	1.325479541
885	1.325416313
886	1.325343425
887	1.32526388
888	1.325188308
889	1.325120465
890	1.325047039
891	1.324955258
892	1.324891279
893	1.32478887
894	1.324717914
895	1.324647709
896	1.324532955
897	1.324477027
898	1.324395443
899	1.324344131
900	1.324262548
901	1.324193738
902	1.324111081
903	1.323968631
904	1.323900251
905	1.32384529
906	1.323754904
907	1.323692642
908	1.323619968
909	1.323548475
910	1.32342567
911	1.323371031
912	1.323283328
913	1.323223107
914	1.3231894
915	1.323091714
916	1.323003797
917	1.322911693
918	1.322843206
919	1.322782769
920	1.322737147
921	1.322675852
922	1.322587183
923	1.322535871
924	1.322421976
925	1.322347692
926	1.322184739
927	1.322130421
928	1.322054957
929	1.321957378
930	1.321889642
931	1.321809347
932	1.321705327
933	1.321645857
934	1.321517899
935	1.321448661
936	1.321406366
937	1.321302347
938	1.321232893
939	1.321172886
940	1.321089585
941	1.321034623
942	1.320910101
943	1.320824867
944	1.320723961
945	1.320632394
946	1.32049821
947	1.320446898
948	1.320383456
949	1.3202862
950	1.320238967
951	1.320176062
952	1.320047031
953	1.319962334
954	1.319885152
955	1.319845541
956	1.319785534
957	1.319743239
958	1.319674644
959	1.319563111
960	1.319513087
961	1.319431503
962	1.319378581
963	1.319316105
964	1.319243109
965	1.319168288
966	1.319087563
967	1.319016285
968	1.318964114
969	1.318865033
970	1.318798156
971	1.318743838
972	1.318637135
973	1.318540952
974	1.318471714
975	1.318373384
976	1.318264749
977	1.318198193
978	1.318134429
979	1.318065727
980	1.317968256
981	1.317896012
982	1.31784792
983	1.317689798
984	1.31761122
985	1.31756753
986	1.317493675
987	1.317431843
988	1.317355842
989	1.317302168
990	1.317240766
991	1.317112271
992	1.317058598
993	1.317021563
994	1.3169622
995	1.316872887
996	1.316784219
997	1.31672228
998	1.316661629
999	1.316589706
1000	1.316506405
1001	1.316412047
1002	1.316331644
1003	1.316290315
1004	1.31624684
1005	1.316174058
1006	1.316119956
1007	1.316052542
1008	1.315971495
1009	1.315888408
1010	1.315818418
1011	1.315731681
1012	1.315675002
1013	1.315598893
1014	1.315530621
1015	1.315449144
1016	1.315380442
1017	1.315293598
1018	1.315224896
1019	1.315146104
1020	1.315072034
1021	1.31500827
1022	1.314957817
1023	1.314897595
1024	1.314815797
1025	1.314757722
1026	1.314673669
1027	1.314612911
1028	1.314558593
1029	1.314484202
1030	1.314406912
1031	1.314349911
1032	1.31427187
1033	1.31422775
1034	1.314151104
1035	1.314095498
1036	1.314010372
1037	1.313949507
1038	1.313882737
1039	1.313830244
1040	1.313755316
1041	1.313695094
1042	1.313642924
1043	1.3135666
1044	1.313494355
1045	1.313424794
1046	1.31333516
1047	1.313252288
1048	1.313172529
1049	1.313108872
1050	1.313027611
1051	1.312958586
1052	1.312902337
1053	1.312829985
1054	1.312706965
1055	1.312639444
1056	1.312597364
1057	1.312533385
1058	1.312459423
1059	1.312391365
1060	1.312325668
1061	1.312226372
1062	1.312124608
1063	1.312038515
1064	1.311983124
1065	1.311914529
1066	1.311842929
1067	1.311775515
1068	1.31170166
1069	1.311629845
1070	1.311564793
1071	1.311502102
1072	1.311405812
1073	1.311289126
1074	1.31121613
1075	1.311158807
1076	1.311128213
1077	1.311074861
1078	1.311049205
1079	1.310997249
1080	1.310901711
1081	1.310847822
1082	1.310783736
1083	1.310704943
1084	1.310644614
1085	1.310600495
1086	1.310526425
1087	1.310437971
1088	1.310398575
1089	1.310328048
1090	1.310242171
1091	1.31015114
1092	1.310081365
1093	1.310032092
1094	1.309964357
1095	1.309884705
1096	1.309830602
1097	1.309756747
1098	1.309675593
1099	1.309590789
1100	1.309543556
1101	1.309493211
1102	1.309375773
1103	1.309314907
1104	1.309209278
1105	1.309118677
1106	1.309016053
1107	1.308941125
1108	1.308897971
1109	1.308836032
1110	1.308758206
1111	1.30870217
1112	1.30862692
1113	1.308575823
1114	1.308520325
1115	1.308406322
1116	1.308363276
1117	1.30832184
1118	1.308238217
1119	1.308161786
1120	1.308091795
1121	1.308038873
1122	1.307986917
1123	1.307859819
1124	1.307781777
1125	1.307710821
1126	1.307623118
1127	1.307560535
1128	1.307466714
1129	1.307377831
1130	1.307294529
1131	1.307226364
1132	1.307177843
1133	1.307141667
1134	1.307074039
1135	1.307006732
1136	1.306953488
1137	1.306878989
1138	1.306698539
1139	1.306639927
1140	1.306547824
1141	1.306487709
1142	1.30642738
1143	1.306361254
1144	1.306279349
1145	1.306217302
1146	1.306127667
1147	1.306052739
1148	1.30599445
1149	1.305936268
1150	1.305897086
1151	1.305851786
1152	1.305794677
1153	1.305725653
1154	1.305660064
1155	1.305610792
1156	1.30555905
1157	1.305444726
1158	1.305387188
1159	1.305325463
1160	1.305281236
1161	1.305212105
1162	1.305108837
1163	1.30505087
1164	1.305024462
1165	1.304948997
1166	1.304889849
1167	1.304830057
1168	1.304784756
1169	1.304704246
1170	1.304639623
1171	1.304607419
1172	1.304534853
1173	1.304491806
1174	1.30443824
1175	1.304373939
1176	1.304322306
1177	1.304253281
1178	1.304197139
1179	1.304135844
1180	1.304101493
1181	1.30404535
1182	1.3039438
1183	1.303876171
1184	1.30380178
1185	1.303749609
1186	1.303681873
1187	1.303609414
1188	1.30355252
1189	1.303528045
1190	1.303465354
1191	1.303411681
1192	1.303330741
1193	1.30324379
1194	1.303193766
1195	1.303124528
1196	1.303076758
1197	1.30300913
1198	1.302922071
1199	1.302861635
1200	1.30276878
1201	1.302703942
1202	1.302652845
1203	1.30257942
1204	1.302541526
1205	1.302458225
1206	1.30237385
1207	1.302291515
1208	1.302232689
1209	1.30217397
1210	1.302112245
1211	1.3020619
1212	1.30199309
1213	1.301902489
1214	1.301822838
1215	1.301778182
1216	1.301720858
1217	1.301681569
1218	1.301615336
1219	1.301559516
1220	1.301472887
1221	1.301397959
1222	1.301331725
1223	1.301275261
1224	1.301192282
1225	1.301137105
1226	1.301077528
1227	1.300972972
1228	1.300899761
1229	1.300824618
1230	1.300790267
1231	1.30074078
1232	1.300693548
1233	1.300628925
1234	1.300567415
1235	1.300509018
1236	1.300460175
1237	1.300399846
1238	1.300319121
1239	1.300286488
1240	1.300250526
1241	1.300211774
1242	1.30016218
1243	1.300096269
1244	1.30002703
1245	1.299936214
1246	1.299857636
1247	1.29980568
1248	1.299729035
1249	1.299596032
1250	1.299518635
1251	1.299441452
1252	1.29939744
1253	1.29933389
1254	1.299257245
1255	1.299231589
1256	1.299175339
1257	1.299111575
1258	1.299054144
1259	1.299001115
1260	1.298945616
1261	1.298907293
1262	1.298872084
1263	1.298820557
1264	1.29876785
1265	1.298712137
1266	1.298679503
1267	1.298606614
1268	1.298525997
1269	1.298454289
1270	1.298391706
1271	1.298319783
1272	1.298265466
1273	1.298217589
1274	1.298184419
1275	1.298151571
1276	1.298070738
1277	1.298019534
1278	1.297919272
1279	1.29780967
1280	1.297752884
1281	1.297673662
1282	1.297631582
1283	1.297577479
1284	1.297533574
1285	1.297467448
1286	1.297417639
1287	1.297383073
1288	1.297288715
1289	1.297266924
1290	1.29722216
1291	1.297147769
1292	1.297093773
1293	1.297044179
1294	1.296995765
1295	1.296926527
1296	1.29682036
1297	1.296779676
1298	1.296709256
1299	1.296632074
1300	1.296528699
1301	1.296454629
1302	1.296375407
1303	1.296307027
1304	1.2962818
1305	1.296216963
1306	1.296156849
1307	1.2961123
1308	1.296077412
1309	1.296000444
1310	1.29593142
1311	1.295878927
1312	1.295831587
1313	1.295770721
1314	1.295709748
1315	1.295624622
1316	1.29557492
1317	1.295532411
1318	1.29547863
1319	1.295445353
1320	1.295342192
1321	1.295297214
1322	1.295217455
1323	1.295107639
1324	1.295051819
1325	1.295003512
1326	1.294929228
1327	1.29489638
1328	1.294827141
1329	1.294730851
1330	1.294696822
1331	1.294629086
1332	1.294560169
1333	1.294506496
1334	1.294393996
1335	1.294353634
1336	1.294315633
1337	1.294265287
1338	1.294216444
1339	1.294148708
1340	1.294093639
1341	1.294045977
1342	1.294007762
1343	1.29395441
1344	1.293866815
1345	1.293791887
1346	1.293730484
1347	1.293673912
1348	1.29363559
1349	1.293554543
1350	1.293456964
1351	1.29340211
1352	1.293378494
1353	1.293319345
1354	1.293265242
1355	1.29319493
1356	1.293138788
1357	1.29307234
1358	1.293035627
1359	1.292979699
1360	1.292916365
1361	1.292869776
1362	1.292817391
1363	1.292781215
1364	1.292733123
1365	1.292678162
1366	1.292615364
1367	1.292544837
1368	1.292486333
1369	1.29241602
1370	1.292352793
1371	1.292322199
1372	1.292252209
1373	1.292180716
1374	1.292117596
1375	1.292052865
1376	1.292024204
1377	1.291959581
1378	1.291905371
1379	1.291850302
1380	1.291760237
1381	1.291692179
1382	1.291636359
1383	1.291604584
1384	1.291550159
1385	1.291474587
1386	1.291420484
1387	1.291354573
1388	1.291216632
1389	1.291180456
1390	1.291106816
1391	1.291035216
1392	1.290978966
1393	1.290929479
1394	1.290880958
1395	1.290845856
1396	1.290765882
1397	1.290624721
1398	1.290586398
1399	1.290522527
1400	1.290475187
1401	1.290406592
1402	1.290324579
1403	1.290275199
1404	1.290199841
1405	1.290120512
1406	1.290055567
1407	1.289981283
1408	1.2899187
1409	1.289882309
1410	1.289820477
1411	1.289784087
1412	1.289723543
1413	1.289656666
1414	1.289584958
1415	1.289516685
1416	1.289469452
1417	1.289411485
1418	1.289355235
1419	1.289329043
1420	1.289241125
1421	1.289198723
1422	1.28913936
1423	1.289108015
1424	1.289045217
1425	1.289015804
1426	1.2889646
1427	1.288924237
1428	1.288884733
1429	1.28881485
1430	1.288775884
1431	1.288724142
1432	1.288647711
1433	1.288602947
1434	1.288551528
1435	1.288452769
1436	1.288410796
1437	1.288376445
1438	1.288344134
1439	1.288268454
1440	1.288221651
1441	1.288192989
1442	1.288094337
1443	1.288037014
1444	1.287992465
1445	1.287945232
1446	1.287890056
1447	1.287805789
1448	1.28776446
1449	1.287739126
1450	1.287646056
1451	1.287598931
1452	1.287507471
1453	1.287460561
1454	1.287436515
1455	1.28735257
1456	1.28729428
1457	1.287249731
1458	1.287197239
1459	1.287148718
1460	1.28710127
1461	1.286986946
1462	1.286942826
1463	1.286895057
1464	1.286860813
1465	1.286816693
1466	1.286777941
1467	1.286708595
1468	1.286643543
1469	1.286607259
1470	1.286551761
1471	1.286495833
1472	1.28644699
1473	1.28638022
1474	1.286316456
1475	1.286273732
1476	1.286219844
1477	1.286130317
1478	1.28610348
1479	1.286047552
1480	1.285992054
1481	1.28592947
1482	1.285846706
1483	1.285769738
1484	1.285733133
1485	1.285673126
1486	1.28562965
1487	1.28558961
1488	1.285536258
1489	1.285488811
1490	1.285451347
1491	1.285388012
1492	1.28534196
1493	1.285273902
1494	1.28524041
1495	1.285190923
1496	1.285162476
1497	1.285098927
1498	1.285009721
1499	1.284963347
1500	1.28490699
1501	1.28485074
1502	1.284768298
1503	1.284728258
1504	1.284687573
1505	1.284640126
1506	1.284601266
1507	1.28455661
1508	1.284491772
1509	1.284456455
1510	1.284406539
1511	1.284362848
1512	1.284321734
1513	1.284276327
1514	1.284247236
1515	1.28419646
1516	1.284146759
1517	1.28410747
1518	1.284067
1519	1.284015903
1520	1.283957184
1521	1.283911884
1522	1.283868301
1523	1.283804215
1524	1.283753869
1525	1.283705885
1526	1.28364577
1527	1.283600148
1528	1.283539819
1529	1.283488829
1530	1.283420556
1531	1.283371177
1532	1.283276819
1533	1.283233021
1534	1.283191693
1535	1.283142742
1536	1.283074362
1537	1.282998575
1538	1.282938568
1539	1.282900782
1540	1.282843029
1541	1.282810074
1542	1.282778729
1543	1.282713784
1544	1.282674495
1545	1.282635098
1546	1.282596453
1547	1.28251444
1548	1.282475473
1549	1.282412461
1550	1.282360934
1551	1.282328945
1552	1.282285362
1553	1.282228575
1554	1.282198303
1555	1.282160839
1556	1.282143234
1557	1.282098041
1558	1.282047159
1559	1.281989084
1560	1.281950439
1561	1.281888929
1562	1.28184803
1563	1.281813786
1564	1.281768701
1565	1.281720073
1566	1.281666506
1567	1.281589324
1568	1.281534792
1569	1.281475107
1570	1.281413489
1571	1.281357991
1572	1.281318487
1573	1.281281667
1574	1.281211677
1575	1.281163049
1576	1.28109907
1577	1.281070945
1578	1.281016198
1579	1.280969824
1580	1.280906275
1581	1.280825979
1582	1.280777888
1583	1.280702745
1584	1.280638551
1585	1.280596471
1586	1.280554928
1587	1.280526696
1588	1.280471305
1589	1.280427293
1590	1.280399704
1591	1.280372224
1592	1.280331754
1593	1.280275826
1594	1.280254035
1595	1.280210237
1596	1.280133591
1597	1.280098274
1598	1.280077556
1599	1.280043742
1600	1.27998878
1601	1.279950672
1602	1.279910954
1603	1.279852449
1604	1.279799527
1605	1.279729859
1606	1.279713113
1607	1.279633998
1608	1.27958376
1609	1.279538459
1610	1.279480492
1611	1.279428858
1612	1.279381303
1613	1.279365631
1614	1.279318183
1615	1.2792483
1616	1.279202785
1617	1.279156626
1618	1.27912088
1619	1.27908567
